lambda|psi_deg|delta_deg|n|k|thickness|material
733.0|10.136614290077208|22.709759367267424|2.105869|0.0|240|TiO2
734.0|10.180256918401327|22.666997573745956|2.105682|0.0|240|TiO2
735.0|10.223671806646609|22.621614712723723|2.105496|0.0|240|TiO2
736.0|10.26685510028474|22.573676251158588|2.105311|0.0|240|TiO2
737.0|10.309803117524735|22.52324620814526|2.105127|0.0|240|TiO2
738.0|10.352512344120699|22.470387181463327|2.104944|0.0|240|TiO2
739.0|10.394988987820293|22.415216131198697|2.104761|0.0|240|TiO2
740.0|10.437220362923778|22.357734277704907|2.104579|0.0|240|TiO2
741.0|10.47919379514648|22.29794725225406|2.104399|0.0|240|TiO2
742.0|10.520925604459332|22.236019513759484|2.104219|0.0|240|TiO2
743.0|10.56240344015922|22.171952677699373|2.10404|0.0|240|TiO2
744.0|10.603624684574305|22.10580142437318|2.103862|0.0|240|TiO2
745.0|10.64459657966077|22.03766664622119|2.103684|0.0|240|TiO2
746.0|10.685297344073676|21.967504353699187|2.103508|0.0|240|TiO2
747.0|10.725744216447781|21.89545920097033|2.103332|0.0|240|TiO2
748.0|10.765925364443723|21.82153367551624|2.103157|0.0|240|TiO2
749.0|10.805838799680156|21.745776577853107|2.102983|0.0|240|TiO2
750.0|10.845492445164334|21.668276590079063|2.102809|0.0|240|TiO2
751.0|10.884874760464218|21.58903683588984|2.102636|0.0|240|TiO2
752.0|10.923974279139458|21.508064379388003|2.102465|0.0|240|TiO2
753.0|10.962818875457526|21.425519334011007|2.102293|0.0|240|TiO2
754.0|11.001377673358759|21.341329662006288|2.102123|0.0|240|TiO2
755.0|11.039659130998256|21.25557642111306|2.101954|0.0|240|TiO2
756.0|11.07767180506526|21.168334940453615|2.101785|0.0|240|TiO2
757.0|11.115404714459695|21.079609764714426|2.101617|0.0|240|TiO2
758.0|11.15285678221827|20.989440623968157|2.10145|0.0|240|TiO2
759.0|11.190036812528133|20.89789669137411|2.101283|0.0|240|TiO2
760.0|11.226924303582013|20.804954092981205|2.101118|0.0|240|TiO2
761.0|11.26353800721815|20.710709517453925|2.100953|0.0|240|TiO2
762.0|11.299877141902169|20.6151959409558|2.100788|0.0|240|TiO2
763.0|11.335921500203813|20.518393611618762|2.100625|0.0|240|TiO2
764.0|11.371689989276529|20.420390238742897|2.100462|0.0|240|TiO2
765.0|11.407172318769279|20.32119264345111|2.1003|0.0|240|TiO2
766.0|11.44236802906691|20.220833936606113|2.100139|0.0|240|TiO2
767.0|11.477286402743415|20.11936831771537|2.099978|0.0|240|TiO2
768.0|11.51191739559332|20.01680355632721|2.099818|0.0|240|TiO2
769.0|11.54626074040704|19.913170594402736|2.099659|0.0|240|TiO2
770.0|11.580325836973847|19.808518531379338|2.0995|0.0|240|TiO2
771.0|11.614093302176963|19.702838234628736|2.099343|0.0|240|TiO2
772.0|11.647591783058086|19.59621229197141|2.099185|0.0|240|TiO2
773.0|11.680792502889082|19.488615305559023|2.099029|0.0|240|TiO2
774.0|11.71371455391313|19.380107840772162|2.098873|0.0|240|TiO2
775.0|11.746348448519093|19.270700008400357|2.098718|0.0|240|TiO2
776.0|11.77869430256165|19.160418240317142|2.098564|0.0|240|TiO2
777.0|11.810761680971074|19.049300678187585|2.09841|0.0|240|TiO2
778.0|11.842541327329787|18.937358489644325|2.098257|0.0|240|TiO2
779.0|11.874042827086782|18.82462692548091|2.098104|0.0|240|TiO2
780.0|11.905247779737211|18.711108224945008|2.097953|0.0|240|TiO2
781.0|11.936175150699121|18.596846221207816|2.097802|0.0|240|TiO2
782.0|11.96682520776756|18.48186145799693|2.097651|0.0|240|TiO2
783.0|11.997179890564833|18.366159823447635|2.097502|0.0|240|TiO2
784.0|12.027258055697562|18.24977848950517|2.097353|0.0|240|TiO2
785.0|12.05706007492151|18.132736605601533|2.097204|0.0|240|TiO2
786.0|12.086577292112922|18.0150482678245|2.097056|0.0|240|TiO2
787.0|12.115810266947042|17.896734202462135|2.096909|0.0|240|TiO2
788.0|12.144768564764906|17.777817705432064|2.096762|0.0|240|TiO2
789.0|12.173443750253151|17.65831399460486|2.096616|0.0|240|TiO2
790.0|12.201836477711135|17.538242479340536|2.096471|0.0|240|TiO2
791.0|12.229956268222267|17.417622834857205|2.096326|0.0|240|TiO2
792.0|12.257794905180027|17.29647141059873|2.096182|0.0|240|TiO2
793.0|12.285353127819024|17.17480638920629|2.096039|0.0|240|TiO2
794.0|12.312640396645955|17.052643989746663|2.095896|0.0|240|TiO2
795.0|12.339648711903896|16.930001700178643|2.095754|0.0|240|TiO2
796.0|12.366387484612071|16.80689352992758|2.095612|0.0|240|TiO2
797.0|12.392848857978247|16.683337736578746|2.095471|0.0|240|TiO2
798.0|12.419042187327168|16.55934618509031|2.09533|0.0|240|TiO2
799.0|12.444951315253794|16.434943073360973|2.095191|0.0|240|TiO2
800.0|12.47060247364923|16.310128543372585|2.095051|0.0|240|TiO2
801.0|12.49597125734114|16.184933416337813|2.094913|0.0|240|TiO2
802.0|12.521083622349694|16.05935302164439|2.094774|0.0|240|TiO2
803.0|12.545915515846753|15.933421713731999|2.094637|0.0|240|TiO2
804.0|12.570484431773473|15.80713871212439|2.0945|0.0|240|TiO2
805.0|12.594791202466714|15.680516086074906|2.094363|0.0|240|TiO2
806.0|12.618820542850093|15.553585452732776|2.094228|0.0|240|TiO2
807.0|12.642597677500227|15.426330599974252|2.094092|0.0|240|TiO2
808.0|12.666107405923054|15.298783257169482|2.093957|0.0|240|TiO2
809.0|12.689350785103318|15.170956374290133|2.093823|0.0|240|TiO2
810.0|12.712328886482034|15.042862625433289|2.09369|0.0|240|TiO2
811.0|12.735050575810371|14.914501333543907|2.093557|0.0|240|TiO2
812.0|12.757516776339095|14.785882791058057|2.093424|0.0|240|TiO2
813.0|12.77972075810854|14.657031378996532|2.093292|0.0|240|TiO2
814.0|12.801663641746932|14.527958767321632|2.093161|0.0|240|TiO2
815.0|12.823354103800018|14.398660868327793|2.09303|0.0|240|TiO2
816.0|12.84478562304999|14.269163191912572|2.0929|0.0|240|TiO2
817.0|12.865966775945884|14.139460013147156|2.09277|0.0|240|TiO2
818.0|12.886898542700187|14.009560324574686|2.09264|0.0|240|TiO2
819.0|12.90756730704076|13.87950862252107|2.092512|0.0|240|TiO2
820.0|12.927996153844486|13.749261689469247|2.092383|0.0|240|TiO2
821.0|12.94816436505324|13.61888317672882|2.092256|0.0|240|TiO2
822.0|12.968087554960809|13.488345594858343|2.092129|0.0|240|TiO2
823.0|12.987766739812804|13.35765697564297|2.092002|0.0|240|TiO2
824.0|13.007195950148585|13.22684582416331|2.091876|0.0|240|TiO2
825.0|13.02638333018874|13.095900280022896|2.09175|0.0|240|TiO2
826.0|13.045323047772056|12.9648495868299|2.091625|0.0|240|TiO2
827.0|13.064023132017597|12.833680446078477|2.0915|0.0|240|TiO2
828.0|13.08247788782792|12.702422835391527|2.091376|0.0|240|TiO2
829.0|13.100688553692706|12.571085364835335|2.091253|0.0|240|TiO2
830.0|13.118669590486759|12.43962880779214|2.091129|0.0|240|TiO2
831.0|13.136402226717408|12.308131372868067|2.091007|0.0|240|TiO2
832.0|13.153907345717824|12.176528146572227|2.090884|0.0|240|TiO2
833.0|13.17116657109835|12.044900117090817|2.090763|0.0|240|TiO2
834.0|13.188194054872989|11.913204872467245|2.090642|0.0|240|TiO2
835.0|13.20499086333677|11.78144855859613|2.090521|0.0|240|TiO2
836.0|13.221551847404248|11.649664040613471|2.090401|0.0|240|TiO2
837.0|13.237884426415002|11.517831337066783|2.090281|0.0|240|TiO2
838.0|13.253983587256084|11.385984022392229|2.090162|0.0|240|TiO2
839.0|13.26985662143168|11.254100871507985|2.090043|0.0|240|TiO2
840.0|13.285498651593082|11.122216162888872|2.089925|0.0|240|TiO2
841.0|13.300916839742836|10.990307456287626|2.089807|0.0|240|TiO2
842.0|13.316112263248817|10.858380018061826|2.089689|0.0|240|TiO2
843.0|13.33108024779795|10.726469178878538|2.089572|0.0|240|TiO2
844.0|13.345822072913158|10.594581365528475|2.089456|0.0|240|TiO2
845.0|13.360344637038395|10.462691788397827|2.08934|0.0|240|TiO2
846.0|13.374649019439008|10.33080526650101|2.089224|0.0|240|TiO2
847.0|13.388730816147708|10.198958506227418|2.089109|0.0|240|TiO2
848.0|13.402591308738936|10.067157460559303|2.088995|0.0|240|TiO2
849.0|13.416242474448607|9.935342220925333|2.08888|0.0|240|TiO2
850.0|13.429674628301346|9.803582503979474|2.088766|0.0|240|TiO2
851.0|13.442889051306093|9.671883938585298|2.088653|0.0|240|TiO2
852.0|13.45589216805122|9.54021787058701|2.08854|0.0|240|TiO2
853.0|13.468679978551247|9.408623029146408|2.088428|0.0|240|TiO2
854.0|13.481258769605576|9.277069706704282|2.088316|0.0|240|TiO2
855.0|13.493629614721554|9.14556185436341|2.088204|0.0|240|TiO2
856.0|13.505788715076955|9.014139199100804|2.088093|0.0|240|TiO2
857.0|13.517742148928711|8.8827704985763|2.087982|0.0|240|TiO2
858.0|13.529486251401313|8.75149613476757|2.087872|0.0|240|TiO2
859.0|13.54102696076467|8.620283864732096|2.087762|0.0|240|TiO2
860.0|13.552360745868738|8.489174719886748|2.087653|0.0|240|TiO2
861.0|13.563493404245758|8.358135476806458|2.087544|0.0|240|TiO2
862.0|13.574425997423132|8.227169521358816|2.087435|0.0|240|TiO2
863.0|13.58515519435605|8.096318853447137|2.087327|0.0|240|TiO2
864.0|13.595686580132435|7.965548819300988|2.087219|0.0|240|TiO2
865.0|13.606016956900758|7.8349020546272605|2.087112|0.0|240|TiO2
866.0|13.616151767426654|7.704342972112059|2.087005|0.0|240|TiO2
867.0|13.6260920615508|7.573874604443327|2.086898|0.0|240|TiO2
868.0|13.635834840741401|7.4435405351652575|2.086792|0.0|240|TiO2
869.0|13.645385333262706|7.31330381390017|2.086686|0.0|240|TiO2
870.0|13.654740673219536|7.183208646506726|2.086581|0.0|240|TiO2
871.0|13.663905945345117|7.053217192303861|2.086476|0.0|240|TiO2
872.0|13.672882185709389|6.923332166789616|2.086371|0.0|240|TiO2
873.0|13.681666726909748|6.793598703299175|2.086267|0.0|240|TiO2
874.0|13.69026443764775|6.663977660112151|2.086163|0.0|240|TiO2
875.0|13.698672782574254|6.5345147795934295|2.08606|0.0|240|TiO2
876.0|13.706896485982949|6.405170069610434|2.085957|0.0|240|TiO2
877.0|13.71493656845784|6.275945960621724|2.085854|0.0|240|TiO2
878.0|13.72279069227158|6.146889102470676|2.085752|0.0|240|TiO2
879.0|13.73046336462085|6.017958259248128|2.08565|0.0|240|TiO2
880.0|13.737952379220932|5.889200676791587|2.085549|0.0|240|TiO2
881.0|13.745262098276683|5.760574305635451|2.085448|0.0|240|TiO2
882.0|13.75239352549093|5.632081319949422|2.085347|0.0|240|TiO2
883.0|13.759344651285394|5.503769853471337|2.085247|0.0|240|TiO2
884.0|13.76611962011269|5.375596665902761|2.085147|0.0|240|TiO2
885.0|13.772719425002332|5.247563791440828|2.085047|0.0|240|TiO2
886.0|13.779142252533106|5.119720240337745|2.084948|0.0|240|TiO2
887.0|13.785392029179242|4.992021611047488|2.084849|0.0|240|TiO2
888.0|13.791467071940756|4.864517489652938|2.084751|0.0|240|TiO2
889.0|13.797371161883172|4.737162714216465|2.084653|0.0|240|TiO2
890.0|13.803105273492074|4.609959102417589|2.084555|0.0|240|TiO2
891.0|13.808670377479386|4.4829084336592695|2.084457|0.0|240|TiO2
892.0|13.81406505099851|4.356061437454623|2.08436|0.0|240|TiO2
893.0|13.819290463309367|4.229420781933269|2.084264|0.0|240|TiO2
894.0|13.824352284397689|4.102889833189868|2.084167|0.0|240|TiO2
895.0|13.829246896013515|3.9765691511234125|2.084071|0.0|240|TiO2
896.0|13.833975455334633|3.8504612748345983|2.083976|0.0|240|TiO2
897.0|13.838543208703312|3.724467554247261|2.08388|0.0|240|TiO2
898.0|13.842944959453837|3.5987412214410646|2.083786|0.0|240|TiO2
899.0|13.847187787032375|3.4731320447017078|2.083691|0.0|240|TiO2
900.0|13.85126873884002|3.3477435481137787|2.083597|0.0|240|TiO2
901.0|13.855190724441277|3.2225262649343622|2.083503|0.0|240|TiO2
902.0|13.858954671225606|3.097481581225296|2.083409|0.0|240|TiO2
903.0|13.862559865986132|2.972663264342529|2.083316|0.0|240|TiO2
904.0|13.866009001048347|2.8480208314091024|2.083223|0.0|240|TiO2
905.0|13.86930149125208|2.7236085857277104|2.083131|0.0|240|TiO2
906.0|13.872441316664153|2.5993220717747034|2.083038|0.0|240|TiO2
907.0|13.87542508713984|2.4753224413541584|2.082947|0.0|240|TiO2
908.0|13.878258002866932|2.351450984301127|2.082855|0.0|240|TiO2
909.0|13.880938301684584|2.2278163737000125|2.082764|0.0|240|TiO2
910.0|13.883468242788433|2.104366159884469|2.082673|0.0|240|TiO2
911.0|13.885848716886823|1.9811014690820599|2.082582|0.0|240|TiO2
912.0|13.888079584940725|1.8580784538214363|2.082492|0.0|240|TiO2
913.0|13.890162890362129|1.7352437116515271|2.082402|0.0|240|TiO2
914.0|13.892098620797581|1.6126539116352927|2.082313|0.0|240|TiO2
915.0|13.8938894994272|1.4901991244381319|2.082223|0.0|240|TiO2
916.0|13.895534682310355|1.3679918718662136|2.082134|0.0|240|TiO2
917.0|13.897035237389378|1.2460339733155272|2.082046|0.0|240|TiO2
918.0|13.898393471420784|1.1242137419144482|2.081957|0.0|240|TiO2
919.0|13.899608931719428|1.0026453086544256|2.081869|0.0|240|TiO2
920.0|13.900682673167518|0.881330411908281|2.081782|0.0|240|TiO2
921.0|13.901616587520664|0.7601556388436954|2.081694|0.0|240|TiO2
922.0|13.902410611930788|0.6392367067641108|2.081607|0.0|240|TiO2
923.0|13.90306607534181|0.5185171747327535|2.08152|0.0|240|TiO2
924.0|13.90358359461716|0.39805624279172963|2.081434|0.0|240|TiO2
925.0|13.903964356676655|0.27779688390831964|2.081348|0.0|240|TiO2
926.0|13.90420919057613|0.1577398858438115|2.081262|0.0|240|TiO2
927.0|13.904318921362313|0.03788601859307245|2.081176|0.0|240|TiO2
928.0|13.904294415399217|359.91829546763597|2.081091|0.0|240|TiO2
929.0|13.904136576902376|359.7989100598108|2.081006|0.0|240|TiO2
930.0|13.903846218702903|359.67973051027445|2.080921|0.0|240|TiO2
931.0|13.903424393372099|359.5608177326278|2.080837|0.0|240|TiO2
932.0|13.902871794011668|359.44211271129|2.080753|0.0|240|TiO2
933.0|13.902189221305415|359.3236161099021|2.080669|0.0|240|TiO2
934.0|13.901377471987484|359.2053285768074|2.080585|0.0|240|TiO2
935.0|13.900437845842276|359.0873119848452|2.080502|0.0|240|TiO2
936.0|13.899371328491764|358.9695677118829|2.08042|0.0|240|TiO2
937.0|13.898177625053714|358.85197362628475|2.080337|0.0|240|TiO2
938.0|13.896858726695724|358.73465354878823|2.080255|0.0|240|TiO2
939.0|13.89541406879881|358.61748431284144|2.080172|0.0|240|TiO2
940.0|13.893846730269347|358.5006532071281|2.080091|0.0|240|TiO2
941.0|13.892155173836041|358.3839740425335|2.080009|0.0|240|TiO2
942.0|13.89034189728853|358.26757257903137|2.079928|0.0|240|TiO2
943.0|13.888406827611954|358.15138683870873|2.079847|0.0|240|TiO2
944.0|13.886350721883119|358.0354173237622|2.079766|0.0|240|TiO2
945.0|13.884175491846095|357.9197282409005|2.079686|0.0|240|TiO2
946.0|13.881880857716876|357.80425683499107|2.079606|0.0|240|TiO2
947.0|13.879467564879016|357.68900356973455|2.079526|0.0|240|TiO2
948.0|13.876937706953004|357.5740333350472|2.079447|0.0|240|TiO2
949.0|13.874289382076666|357.45921793566544|2.079367|0.0|240|TiO2
950.0|13.871526092492248|357.3446869132828|2.079288|0.0|240|TiO2
951.0|13.868648760911293|357.23044139632606|2.07921|0.0|240|TiO2
952.0|13.865655088385425|357.11635172875884|2.079131|0.0|240|TiO2
953.0|13.862548950682303|357.00254883800426|2.079053|0.0|240|TiO2
954.0|13.859329521801131|356.8889679588852|2.078975|0.0|240|TiO2
955.0|13.855997516721638|356.7756094654934|2.078897|0.0|240|TiO2
956.0|13.85255551046996|356.6625400366055|2.07882|0.0|240|TiO2
957.0|13.849002474022964|356.5496941736591|2.078743|0.0|240|TiO2
958.0|13.845339111127966|356.43707222021345|2.078666|0.0|240|TiO2
959.0|13.841566121912306|356.32467451097233|2.078589|0.0|240|TiO2
960.0|13.837686319988412|356.21256860040535|2.078513|0.0|240|TiO2
961.0|13.833698407399368|356.10068803021676|2.078437|0.0|240|TiO2
962.0|13.82960307322234|355.9890331070662|2.078361|0.0|240|TiO2
963.0|13.825401002977301|355.8776041295192|2.078285|0.0|240|TiO2
964.0|13.821095247446966|355.76646951580096|2.07821|0.0|240|TiO2
965.0|13.816684241642461|355.6555618664261|2.078135|0.0|240|TiO2
966.0|13.812168660221063|355.5448814542201|2.07806|0.0|240|TiO2
967.0|13.807549174347088|355.4344285446185|2.077985|0.0|240|TiO2
968.0|13.80282907054656|355.3242724079904|2.077911|0.0|240|TiO2
969.0|13.79800651872498|355.2143447213944|2.077837|0.0|240|TiO2
970.0|13.793082179375595|355.10464572665944|2.077763|0.0|240|TiO2
971.0|13.788056709563865|354.9951756588768|2.077689|0.0|240|TiO2
972.0|13.782933630122349|354.88600462926297|2.077616|0.0|240|TiO2
973.0|13.77771084779766|354.7770634083917|2.077543|0.0|240|TiO2
974.0|13.772389009178909|354.66835220972456|2.07747|0.0|240|TiO2
975.0|13.766968757493393|354.55987124058896|2.077397|0.0|240|TiO2
976.0|13.761453846434671|354.45169144205425|2.077325|0.0|240|TiO2
977.0|13.755841921553793|354.3437426944664|2.077253|0.0|240|TiO2
978.0|13.75013361579853|354.2360251853555|2.077181|0.0|240|TiO2
979.0|13.744329558821253|354.12853909667626|2.077109|0.0|240|TiO2
980.0|13.738433735723419|354.021356188647|2.077038|0.0|240|TiO2
981.0|13.732443532836884|353.91440546697186|2.076967|0.0|240|TiO2
982.0|13.726356089193029|353.80761509456113|2.076895|0.0|240|TiO2
983.0|13.720182462753039|353.7012012330516|2.076825|0.0|240|TiO2
984.0|13.713912825028132|353.59494803346394|2.076754|0.0|240|TiO2
985.0|13.707554928972952|353.4890002670415|2.076684|0.0|240|TiO2
986.0|13.70110583974952|353.3832858675454|2.076614|0.0|240|TiO2
987.0|13.69456616065539|353.2778049726681|2.076544|0.0|240|TiO2
988.0|13.687936491842535|353.1725577156328|2.076474|0.0|240|TiO2
989.0|13.68122133388012|353.0676176630714|2.076405|0.0|240|TiO2
990.0|13.674417497152083|352.9629119066077|2.076336|0.0|240|TiO2
991.0|13.667525572176428|352.858440564735|2.076267|0.0|240|TiO2
992.0|13.66054614639187|352.7542037519145|2.076198|0.0|240|TiO2
993.0|13.653483947051097|352.65027582127306|2.07613|0.0|240|TiO2
994.0|13.646331329324905|352.54650859398424|2.076061|0.0|240|TiO2
995.0|13.639101478515554|352.4431254970806|2.075994|0.0|240|TiO2
996.0|13.63178236231275|352.33990330203125|2.075926|0.0|240|TiO2
997.0|13.62437875514196|352.2369165447274|2.075858|0.0|240|TiO2
998.0|13.616895665644764|352.13424054865845|2.075791|0.0|240|TiO2
999.0|13.609329338322334|352.03180056020614|2.075724|0.0|240|TiO2
1000.0|13.601680335976633|351.92959666139257|2.075657|0.0|240|TiO2
1002.5|13.582202146074014|351.6751583715385|2.07549|0.0|240|TiO2
1004.9999999999999|13.562229244544685|351.42235094194126|2.075325|0.0|240|TiO2
1007.5000000000001|13.541766063911854|351.17110120280023|2.075161|0.0|240|TiO2
1010.0|13.520826620603692|350.92148902537076|2.074999|0.0|240|TiO2
1012.5|13.499414824541413|350.6734400160793|2.074838|0.0|240|TiO2
1014.9999999999999|13.477539324750463|350.42695626230926|2.074678|0.0|240|TiO2
1017.5000000000001|13.455208660289625|350.1820397477776|2.074519|0.0|240|TiO2
1020.0|13.432436975344366|349.93877176022596|2.074362|0.0|240|TiO2
1022.5|13.40922716303373|349.6970756066246|2.074206|0.0|240|TiO2
1025.0|13.385587439574826|349.4569529895371|2.074051|0.0|240|TiO2
1027.5|13.361525917175838|349.21840553383225|2.073897|0.0|240|TiO2
1030.0|13.337050605484924|348.9814347924256|2.073744|0.0|240|TiO2
1032.5|13.312175827651737|348.7461238958076|2.073593|0.0|240|TiO2
1035.0|13.2869032543895|348.5123935027524|2.073443|0.0|240|TiO2
1037.5|13.261240594277211|348.2802449729073|2.073294|0.0|240|TiO2
1040.0|13.235195458971498|348.04967961474085|2.073146|0.0|240|TiO2
1042.5|13.208775364571668|347.8206986901395|2.072999|0.0|240|TiO2
1045.0|13.181987732967317|347.5933034188065|2.072853|0.0|240|TiO2
1047.5|13.154847127695119|347.3675792117776|2.072709|0.0|240|TiO2
1050.0|13.127346451590133|347.1433591786649|2.072565|0.0|240|TiO2
1052.5|13.099507454031716|346.92081331013947|2.072423|0.0|240|TiO2
1055.0|13.07132995680237|346.6998584596401|2.072282|0.0|240|TiO2
1057.5|13.042813160043758|346.4804097942542|2.072141|0.0|240|TiO2
1060.0|13.013979350831427|346.262639731778|2.072002|0.0|240|TiO2
1062.5|12.98482769010612|346.0464638153929|2.071864|0.0|240|TiO2
1065.0|12.955364890670472|345.8318830566509|2.071727|0.0|240|TiO2
1067.5|12.925597582472419|345.618898457066|2.071591|0.0|240|TiO2
1070.0|12.895532313779414|345.407511010954|2.071456|0.0|240|TiO2
1072.5|12.86517555233573|345.1977217081521|2.071322|0.0|240|TiO2
1075.0|12.834533686502919|344.9895315366226|2.071189|0.0|240|TiO2
1077.5|12.803613026383625|344.7829414849468|2.071057|0.0|240|TiO2
1080.0|12.772419804928944|344.5779525447119|2.070926|0.0|240|TiO2
1082.5|12.740960179029457|344.37456571279756|2.070796|0.0|240|TiO2
1085.0|12.70923104439864|344.17269175139637|2.070666|0.0|240|TiO2
1087.5|12.677256656095922|343.97251177902046|2.070538|0.0|240|TiO2
1090.0|12.645033888910444|343.77393696130054|2.070411|0.0|240|TiO2
1092.5|12.612559045692628|343.5768769630391|2.070284|0.0|240|TiO2
1095.0|12.579856916047286|343.3815152147471|2.070159|0.0|240|TiO2
1097.5|12.546913979303415|343.1876696718785|2.070034|0.0|240|TiO2
1100.0|12.513755380656509|342.99552529038624|2.069911|0.0|240|TiO2
1102.5|12.48036697064908|342.8048985851725|2.069788|0.0|240|TiO2
1105.0|12.446764076779854|342.61588281265017|2.069666|0.0|240|TiO2
1107.5|12.412952153565454|342.4284791360907|2.069545|0.0|240|TiO2
1110.0|12.378936590428667|342.24268874355255|2.069425|0.0|240|TiO2
1112.5|12.344712179434609|342.0584185638699|2.069305|0.0|240|TiO2
1115.0|12.310305129807235|341.87585805644073|2.069187|0.0|240|TiO2
1117.5|12.275699456734275|341.6948195724282|2.069069|0.0|240|TiO2
1120.0|12.24092172188336|341.51549404209527|2.068953|0.0|240|TiO2
1122.5|12.205955344033402|341.3376924747069|2.068837|0.0|240|TiO2
1125.0|12.170816113132304|341.16151122974435|2.068722|0.0|240|TiO2
1127.5|12.135497749677599|340.98685534244976|2.068607|0.0|240|TiO2
1130.0|12.100027518985515|340.81391864787633|2.068494|0.0|240|TiO2
1132.5|12.064387671527578|340.64250954794153|2.068381|0.0|240|TiO2
1135.0|12.028594236465358|340.4727259263179|2.068269|0.0|240|TiO2
1137.5|11.992651947519319|340.30456933520657|2.068158|0.0|240|TiO2
1140.0|11.956553669584721|340.1379433255191|2.068047|0.0|240|TiO2
1142.5|11.920327541347103|339.9730452759659|2.067938|0.0|240|TiO2
1145.0|11.883954393842531|339.80968045373135|2.067829|0.0|240|TiO2
1147.5|11.847450560443896|339.6479486115552|2.067721|0.0|240|TiO2
1150.0|11.810808244808959|339.48775217142247|2.067613|0.0|240|TiO2
1152.5|11.774056279554324|339.3292912759743|2.067507|0.0|240|TiO2
1155.0|11.737161906295631|339.1722688201347|2.0674|0.0|240|TiO2
1157.5|11.70016656745658|339.01698563953846|2.067295|0.0|240|TiO2
1160.0|11.66306215565277|338.86334401332346|2.067191|0.0|240|TiO2
1162.5|11.625840074783575|338.7112450187285|2.067087|0.0|240|TiO2
1165.0|11.588517093695502|338.5607909560834|2.066984|0.0|240|TiO2
1167.5|11.551084305371093|338.4118823898893|2.066881|0.0|240|TiO2
1170.0|11.51357174552227|338.26472413696797|2.06678|0.0|240|TiO2
1172.5|11.475957275181154|338.11911505327737|2.066679|0.0|240|TiO2
1175.0|11.438244561008647|337.9750564552073|2.066578|0.0|240|TiO2
1177.5|11.400464149714102|337.83275509560406|2.066479|0.0|240|TiO2
1180.0|11.362593126597005|337.69200819671175|2.06638|0.0|240|TiO2
1182.5|11.324635031493413|337.55281724299135|2.066281|0.0|240|TiO2
1185.0|11.286620919115892|337.41539088009597|2.066184|0.0|240|TiO2
1187.5|11.248527112827361|337.2795247454791|2.066087|0.0|240|TiO2
1190.0|11.210357030879376|337.14522049461226|2.06599|0.0|240|TiO2
1192.5|11.172128142968187|337.01258423330586|2.065894|0.0|240|TiO2
1195.0|11.13384410061667|336.88161856490046|2.065799|0.0|240|TiO2
1197.5|11.095508515229156|336.75232613967165|2.065705|0.0|240|TiO2
1200.0|11.057110560320405|336.6246044542774|2.065611|0.0|240|TiO2
1202.5|11.018653462992784|336.49845545672895|2.065517|0.0|240|TiO2
1205.0|10.980169617987316|336.3740926173579|2.065425|0.0|240|TiO2
1207.5|10.941633381899292|336.25130759394517|2.065333|0.0|240|TiO2
1210.0|10.903047873204363|336.1301025105627|2.065241|0.0|240|TiO2
1212.5|10.86443107959423|336.01058605542545|2.06515|0.0|240|TiO2
1215.0|10.825786350603517|335.8927612350233|2.06506|0.0|240|TiO2
1217.5|10.787101897186025|335.77652410446757|2.06497|0.0|240|TiO2
1220.0|10.74839590235316|335.6619842727917|2.064881|0.0|240|TiO2
1222.5|10.709671610588828|335.54914489621274|2.064793|0.0|240|TiO2
1225.0|10.670916833817552|335.437901454176|2.064705|0.0|240|TiO2
1227.5|10.632134455108512|335.32825648959755|2.064617|0.0|240|TiO2
1230.0|10.593342919479122|335.22032080175865|2.06453|0.0|240|TiO2
1232.5|10.55454533884972|335.114097751225|2.064444|0.0|240|TiO2
1235.0|10.515729006261608|335.00948209853493|2.064358|0.0|240|TiO2
1237.5|10.476912563076256|334.90658549633986|2.064273|0.0|240|TiO2
1240.0|10.43808304803869|334.80530236449766|2.064188|0.0|240|TiO2
1242.5|10.399259233971577|334.70574491028344|2.064104|0.0|240|TiO2
1245.0|10.360427908660832|334.60780722552994|2.06402|0.0|240|TiO2
1247.5|10.321607976490512|334.5116020575918|2.063937|0.0|240|TiO2
1250.0|10.282802333938236|334.4171331104799|2.063855|0.0|240|TiO2
1252.5|10.243980947907556|334.3241838744237|2.063772|0.0|240|TiO2
1255.0|10.20519572641828|334.23308793205416|2.063691|0.0|240|TiO2
1257.5|10.16641648714065|334.14362867903145|2.06361|0.0|240|TiO2
1260.0|10.12764573446673|334.0558094298204|2.063529|0.0|240|TiO2
1262.5|10.08890276777944|333.96974445813566|2.063449|0.0|240|TiO2
1265.0|10.050190315634875|333.8854377521309|2.06337|0.0|240|TiO2
1267.5|10.011494075753717|333.80278208417275|2.063291|0.0|240|TiO2
1270.0|9.972816449901751|333.72178099894035|2.063212|0.0|240|TiO2
1272.5|9.934177000824437|333.6425497029978|2.063134|0.0|240|TiO2
1275.0|9.895561077556028|333.5649805981746|2.063056|0.0|240|TiO2
1277.5|9.856988374477725|333.4891893301428|2.062979|0.0|240|TiO2
1280.0|9.818444011488586|333.4150680674074|2.062902|0.0|240|TiO2
1282.5|9.779947814532864|333.3427328753624|2.062826|0.0|240|TiO2
1285.0|9.741484677292993|333.2720757037148|2.06275|0.0|240|TiO2
1287.5|9.703074557179319|333.20321301737755|2.062675|0.0|240|TiO2
