wl,n
8.92857,0.07309
8.96057,0.07516
8.99281,0.07731
9.02527,0.07956
9.05797,0.08191
9.09091,0.08436
9.12409,0.08692
9.15751,0.08960
9.19118,0.09240
9.22509,0.09533
9.25926,0.09841
9.29368,0.10164
9.32836,0.10502
9.36330,0.10858
9.39850,0.11232
9.43396,0.11625
9.46970,0.12040
9.50570,0.12476
9.54198,0.12937
9.57854,0.13424
9.61538,0.13938
9.65251,0.14482
9.68992,0.15058
9.72763,0.15668
9.76563,0.16316
9.80392,0.17005
9.84252,0.17736
9.88142,0.18515
9.92063,0.19345
9.96016,0.20230
10.00000,0.21175
10.04016,0.22184
10.08065,0.23263
10.12146,0.24417
10.16260,0.25652
10.20408,0.26974
10.24590,0.28389
10.28807,0.29903
10.33058,0.31522
10.37344,0.33252
10.41667,0.35097
10.46025,0.37062
10.50420,0.39147
10.54852,0.41356
10.59322,0.43685
10.63830,0.46134
10.68376,0.48697
10.72961,0.51367
10.77586,0.54138
10.82251,0.57000
10.86957,0.59944
10.91703,0.62961
10.96491,0.66042
11.01322,0.69177
11.06195,0.72360
11.11111,0.75582
11.16071,0.78838
11.21076,0.82120
11.26126,0.85424
11.31222,0.88745
11.36364,0.92076
11.41553,0.95414
11.46789,0.98753
11.52074,1.02086
11.57407,1.05408
11.62791,1.08709
11.68224,1.11982
11.73709,1.15215
11.79245,1.18396
11.84834,1.21509
11.90476,1.24536
11.96172,1.27459
12.01923,1.30251
12.07729,1.32886
12.13592,1.35333
12.19512,1.37557
12.25490,1.39519
12.31527,1.41178
12.37624,1.42491
12.43781,1.43413
12.50000,1.43901
12.56281,1.43915
12.62626,1.43422
12.69036,1.42396
12.75510,1.40823
12.82051,1.38706
12.88660,1.36060
12.95337,1.32918
13.02083,1.29327
13.08901,1.25349
13.15789,1.21053
13.22751,1.16515
13.29787,1.11812
13.36898,1.07018
13.44086,1.02202
13.51351,0.97425
13.58696,0.92738
13.66120,0.88181
13.73626,0.83788
13.81215,0.79580
13.88889,0.75574
13.96648,0.71776
14.04494,0.68192
14.12429,0.64819
14.20455,0.61654
14.28571,0.58690
